sequence_name	n_mutations	proposal_type	hmmer_seq_score
seq0	15200	msa_prob_dist	152.9
seq6	15200	msa_prob_dist	151.0
seq3	15200	msa_prob_dist	141.0
seq7	15200	msa_prob_dist	138.8
seq5	15200	msa_prob_dist	129.2
seq9	15200	msa_prob_dist	127.1
seq1	15300	msa_prob_dist	153.9
seq3	15300	msa_prob_dist	150.9
seq0	15300	msa_prob_dist	150.8
seq7	15300	msa_prob_dist	146.4
seq8	15300	msa_prob_dist	142.2
seq2	15300	msa_prob_dist	142.1
seq9	15300	msa_prob_dist	139.0
seq6	15300	msa_prob_dist	138.8
seq5	15300	msa_prob_dist	137.9
seq0	15400	msa_prob_dist	154.5
seq2	15400	msa_prob_dist	153.2
seq1	15400	msa_prob_dist	151.7
seq9	15400	msa_prob_dist	151.0
seq8	15400	msa_prob_dist	146.3
seq5	15400	msa_prob_dist	145.7
seq3	15400	msa_prob_dist	145.3
seq6	15400	msa_prob_dist	135.4
seq7	15400	msa_prob_dist	135.2
seq1	15500	msa_prob_dist	164.8
seq0	15500	msa_prob_dist	155.6
seq6	15500	msa_prob_dist	148.2
seq3	15500	msa_prob_dist	146.4
seq2	15500	msa_prob_dist	145.4
seq8	15500	msa_prob_dist	141.7
seq9	15500	msa_prob_dist	137.0
seq7	15500	msa_prob_dist	136.9
seq5	15500	msa_prob_dist	134.0
seq1	15600	msa_prob_dist	162.6
seq6	15600	msa_prob_dist	152.3
seq9	15600	msa_prob_dist	150.5
seq0	15600	msa_prob_dist	149.4
seq3	15600	msa_prob_dist	149.3
seq2	15600	msa_prob_dist	146.6
seq7	15600	msa_prob_dist	146.2
seq8	15600	msa_prob_dist	141.4
seq5	15600	msa_prob_dist	131.9
seq1	15700	msa_prob_dist	155.3
seq9	15700	msa_prob_dist	151.5
seq5	15700	msa_prob_dist	149.4
seq2	15700	msa_prob_dist	148.1
seq0	15700	msa_prob_dist	147.9
seq7	15700	msa_prob_dist	138.1
seq6	15700	msa_prob_dist	134.7
seq3	15700	msa_prob_dist	132.2
seq8	15700	msa_prob_dist	121.5
seq0	15800	msa_prob_dist	160.7
seq1	15800	msa_prob_dist	150.4
seq5	15800	msa_prob_dist	143.9
seq9	15800	msa_prob_dist	140.5
seq2	15800	msa_prob_dist	138.6
seq6	15800	msa_prob_dist	132.3
seq3	15800	msa_prob_dist	119.1
seq8	15800	msa_prob_dist	118.3
seq7	15800	msa_prob_dist	114.6
seq4	15800	msa_prob_dist	-2.7
seq0	15900	msa_prob_dist	146.1
seq9	15900	msa_prob_dist	144.9
seq2	15900	msa_prob_dist	144.5
seq8	15900	msa_prob_dist	140.4
seq6	15900	msa_prob_dist	136.9
seq3	15900	msa_prob_dist	136.1
seq5	15900	msa_prob_dist	132.2
seq1	15900	msa_prob_dist	130.2
seq7	15900	msa_prob_dist	111.1
seq4	15900	msa_prob_dist	-2.2
seq0	16000	msa_prob_dist	152.5
seq9	16000	msa_prob_dist	145.7
seq8	16000	msa_prob_dist	142.6
seq3	16000	msa_prob_dist	141.8
seq2	16000	msa_prob_dist	133.4
seq6	16000	msa_prob_dist	129.3
seq1	16000	msa_prob_dist	128.9
seq5	16000	msa_prob_dist	127.6
seq7	16000	msa_prob_dist	123.1
seq4	16000	msa_prob_dist	-2.4
seq0	16100	msa_prob_dist	147.3
seq6	16100	msa_prob_dist	144.9
seq8	16100	msa_prob_dist	141.0
seq3	16100	msa_prob_dist	140.7
seq2	16100	msa_prob_dist	136.7
seq9	16100	msa_prob_dist	135.0
seq5	16100	msa_prob_dist	132.8
seq1	16100	msa_prob_dist	125.8
seq7	16100	msa_prob_dist	124.1
seq4	16100	msa_prob_dist	-1.1
seq6	16200	msa_prob_dist	162.0
seq8	16200	msa_prob_dist	155.7
seq0	16200	msa_prob_dist	148.4
seq2	16200	msa_prob_dist	145.4
seq3	16200	msa_prob_dist	143.2
seq5	16200	msa_prob_dist	137.3
seq1	16200	msa_prob_dist	129.0
seq9	16200	msa_prob_dist	127.0
seq7	16200	msa_prob_dist	120.7
seq4	16200	msa_prob_dist	-1.6
seq6	16300	msa_prob_dist	156.5
seq0	16300	msa_prob_dist	151.3
seq3	16300	msa_prob_dist	145.9
seq5	16300	msa_prob_dist	141.6
seq8	16300	msa_prob_dist	138.6
seq2	16300	msa_prob_dist	138.6
seq9	16300	msa_prob_dist	125.5
seq7	16300	msa_prob_dist	123.4
seq1	16300	msa_prob_dist	122.2
seq4	16300	msa_prob_dist	-1.6
seq6	16400	msa_prob_dist	154.4
seq8	16400	msa_prob_dist	154.3
seq2	16400	msa_prob_dist	149.5
seq5	16400	msa_prob_dist	147.9
seq1	16400	msa_prob_dist	143.8
seq7	16400	msa_prob_dist	140.5
seq9	16400	msa_prob_dist	133.8
seq0	16400	msa_prob_dist	133.0
seq3	16400	msa_prob_dist	132.7
seq4	16400	msa_prob_dist	-2.2
seq8	16500	msa_prob_dist	157.6
seq6	16500	msa_prob_dist	152.9
seq5	16500	msa_prob_dist	146.3
seq9	16500	msa_prob_dist	138.9
seq0	16500	msa_prob_dist	137.7
seq2	16500	msa_prob_dist	137.6
seq7	16500	msa_prob_dist	136.3
seq1	16500	msa_prob_dist	132.0
seq3	16500	msa_prob_dist	127.5
seq4	16500	msa_prob_dist	-1.3
seq6	16600	msa_prob_dist	156.6
seq7	16600	msa_prob_dist	151.3
seq0	16600	msa_prob_dist	145.9
seq1	16600	msa_prob_dist	144.1
seq8	16600	msa_prob_dist	140.9
seq9	16600	msa_prob_dist	138.4
seq5	16600	msa_prob_dist	132.4
seq3	16600	msa_prob_dist	127.3
seq2	16600	msa_prob_dist	126.4
seq4	16600	msa_prob_dist	-3.9
seq6	16700	msa_prob_dist	161.4
seq8	16700	msa_prob_dist	152.9
seq0	16700	msa_prob_dist	149.0
seq7	16700	msa_prob_dist	148.4
seq9	16700	msa_prob_dist	142.8
seq1	16700	msa_prob_dist	138.9
seq5	16700	msa_prob_dist	137.7
seq2	16700	msa_prob_dist	124.5
seq3	16700	msa_prob_dist	114.2
seq4	16700	msa_prob_dist	-2.2
seq8	16800	msa_prob_dist	157.2
seq6	16800	msa_prob_dist	153.6
seq0	16800	msa_prob_dist	147.5
seq7	16800	msa_prob_dist	145.3
seq9	16800	msa_prob_dist	143.1
seq5	16800	msa_prob_dist	134.2
seq1	16800	msa_prob_dist	132.9
seq3	16800	msa_prob_dist	132.7
seq2	16800	msa_prob_dist	124.9
seq4	16800	msa_prob_dist	-0.8
seq6	16900	msa_prob_dist	160.7
seq1	16900	msa_prob_dist	155.5
seq9	16900	msa_prob_dist	148.2
seq3	16900	msa_prob_dist	145.7
seq0	16900	msa_prob_dist	143.7
seq8	16900	msa_prob_dist	143.2
seq7	16900	msa_prob_dist	141.0
seq5	16900	msa_prob_dist	138.6
seq2	16900	msa_prob_dist	106.1
seq4	16900	msa_prob_dist	-1.3
seq0	17000	msa_prob_dist	160.8
seq1	17000	msa_prob_dist	160.2
seq5	17000	msa_prob_dist	153.5
seq6	17000	msa_prob_dist	147.8
seq9	17000	msa_prob_dist	146.5
seq3	17000	msa_prob_dist	139.9
seq7	17000	msa_prob_dist	133.3
seq2	17000	msa_prob_dist	130.0
seq8	17000	msa_prob_dist	128.3
seq4	17000	msa_prob_dist	-2.0
seq5	17100	msa_prob_dist	165.0
seq1	17100	msa_prob_dist	154.9
seq6	17100	msa_prob_dist	149.0
seq9	17100	msa_prob_dist	147.7
seq8	17100	msa_prob_dist	144.6
seq0	17100	msa_prob_dist	142.7
seq3	17100	msa_prob_dist	138.0
seq7	17100	msa_prob_dist	134.9
seq2	17100	msa_prob_dist	120.8
seq4	17100	msa_prob_dist	-3.5
seq5	17200	msa_prob_dist	165.0
seq9	17200	msa_prob_dist	150.8
seq8	17200	msa_prob_dist	149.8
seq1	17200	msa_prob_dist	147.6
seq3	17200	msa_prob_dist	142.5
seq6	17200	msa_prob_dist	142.0
seq0	17200	msa_prob_dist	139.9
seq7	17200	msa_prob_dist	135.9
seq2	17200	msa_prob_dist	127.3
seq4	17200	msa_prob_dist	-4.7
seq6	17300	msa_prob_dist	153.8
seq7	17300	msa_prob_dist	151.5
seq5	17300	msa_prob_dist	148.4
seq0	17300	msa_prob_dist	147.0
seq8	17300	msa_prob_dist	145.0
seq1	17300	msa_prob_dist	135.8
seq9	17300	msa_prob_dist	134.9
seq2	17300	msa_prob_dist	130.3
seq3	17300	msa_prob_dist	129.3
seq4	17300	msa_prob_dist	-4.8
seq5	17400	msa_prob_dist	160.0
seq6	17400	msa_prob_dist	158.8
seq8	17400	msa_prob_dist	151.9
seq0	17400	msa_prob_dist	148.0
seq1	17400	msa_prob_dist	147.3
seq9	17400	msa_prob_dist	142.4
seq7	17400	msa_prob_dist	136.5
seq3	17400	msa_prob_dist	132.4
seq2	17400	msa_prob_dist	131.9
seq4	17400	msa_prob_dist	-3.0
seq8	17500	msa_prob_dist	154.2
seq1	17500	msa_prob_dist	150.1
seq5	17500	msa_prob_dist	146.7
seq6	17500	msa_prob_dist	145.2
seq7	17500	msa_prob_dist	142.6
seq0	17500	msa_prob_dist	135.2
seq3	17500	msa_prob_dist	134.4
seq9	17500	msa_prob_dist	126.5
seq2	17500	msa_prob_dist	122.7
seq4	17500	msa_prob_dist	-8.8
seq3	17600	msa_prob_dist	159.3
seq8	17600	msa_prob_dist	147.8
seq5	17600	msa_prob_dist	147.0
seq1	17600	msa_prob_dist	146.6
seq6	17600	msa_prob_dist	146.0
seq0	17600	msa_prob_dist	137.9
seq9	17600	msa_prob_dist	133.9
seq7	17600	msa_prob_dist	119.8
seq2	17600	msa_prob_dist	106.6
seq4	17600	msa_prob_dist	-2.9
seq6	17700	msa_prob_dist	157.6
seq1	17700	msa_prob_dist	154.1
seq3	17700	msa_prob_dist	153.2
seq5	17700	msa_prob_dist	146.6
seq9	17700	msa_prob_dist	134.3
seq0	17700	msa_prob_dist	134.0
seq8	17700	msa_prob_dist	133.0
seq7	17700	msa_prob_dist	117.9
seq2	17700	msa_prob_dist	94.5
seq4	17700	msa_prob_dist	-3.7
seq5	17800	msa_prob_dist	159.6
seq3	17800	msa_prob_dist	153.1
seq6	17800	msa_prob_dist	150.9
seq1	17800	msa_prob_dist	148.3
seq9	17800	msa_prob_dist	133.9
seq8	17800	msa_prob_dist	132.0
seq0	17800	msa_prob_dist	130.5
seq7	17800	msa_prob_dist	107.3
seq2	17800	msa_prob_dist	103.9
seq4	17800	msa_prob_dist	-2.1
seq3	17900	msa_prob_dist	157.3
seq5	17900	msa_prob_dist	155.6
seq1	17900	msa_prob_dist	149.5
seq9	17900	msa_prob_dist	145.9
seq6	17900	msa_prob_dist	144.8
seq8	17900	msa_prob_dist	144.4
seq0	17900	msa_prob_dist	136.0
seq7	17900	msa_prob_dist	106.2
seq2	17900	msa_prob_dist	83.2
seq4	17900	msa_prob_dist	-1.1
seq8	18000	msa_prob_dist	153.4
seq9	18000	msa_prob_dist	149.5
seq1	18000	msa_prob_dist	146.7
seq6	18000	msa_prob_dist	144.0
seq3	18000	msa_prob_dist	142.7
seq5	18000	msa_prob_dist	136.3
seq0	18000	msa_prob_dist	129.5
seq7	18000	msa_prob_dist	114.4
seq2	18000	msa_prob_dist	67.8
seq3	18100	msa_prob_dist	156.2
seq9	18100	msa_prob_dist	145.2
seq8	18100	msa_prob_dist	144.4
seq5	18100	msa_prob_dist	142.1
seq1	18100	msa_prob_dist	140.1
seq6	18100	msa_prob_dist	139.4
seq0	18100	msa_prob_dist	133.8
seq7	18100	msa_prob_dist	106.3
seq2	18100	msa_prob_dist	74.0
seq4	18100	msa_prob_dist	2.5
seq3	18200	msa_prob_dist	152.8
seq6	18200	msa_prob_dist	152.5
seq5	18200	msa_prob_dist	149.5
seq9	18200	msa_prob_dist	148.9
seq8	18200	msa_prob_dist	145.2
seq1	18200	msa_prob_dist	140.4
seq0	18200	msa_prob_dist	132.0
seq7	18200	msa_prob_dist	111.2
seq2	18200	msa_prob_dist	78.6
seq4	18200	msa_prob_dist	9.9
seq6	18300	msa_prob_dist	153.1
seq1	18300	msa_prob_dist	148.9
seq9	18300	msa_prob_dist	144.1
seq5	18300	msa_prob_dist	142.3
seq0	18300	msa_prob_dist	141.7
seq3	18300	msa_prob_dist	135.5
seq8	18300	msa_prob_dist	132.9
seq7	18300	msa_prob_dist	117.9
seq2	18300	msa_prob_dist	44.4
seq4	18300	msa_prob_dist	-0.2
seq6	18400	msa_prob_dist	152.6
seq8	18400	msa_prob_dist	146.4
seq9	18400	msa_prob_dist	142.7
seq1	18400	msa_prob_dist	139.4
seq3	18400	msa_prob_dist	139.2
seq0	18400	msa_prob_dist	137.6
seq5	18400	msa_prob_dist	134.9
seq7	18400	msa_prob_dist	130.2
seq2	18400	msa_prob_dist	55.8
seq4	18400	msa_prob_dist	12.7
seq6	18500	msa_prob_dist	152.4
seq3	18500	msa_prob_dist	150.9
seq8	18500	msa_prob_dist	150.2
seq7	18500	msa_prob_dist	147.8
seq9	18500	msa_prob_dist	136.9
seq1	18500	msa_prob_dist	134.7
seq5	18500	msa_prob_dist	131.4
seq0	18500	msa_prob_dist	130.7
seq2	18500	msa_prob_dist	52.9
seq4	18500	msa_prob_dist	3.8
seq7	18600	msa_prob_dist	152.9
seq6	18600	msa_prob_dist	151.6
seq3	18600	msa_prob_dist	147.9
seq9	18600	msa_prob_dist	140.7
seq5	18600	msa_prob_dist	136.6
seq8	18600	msa_prob_dist	132.1
seq1	18600	msa_prob_dist	130.9
seq0	18600	msa_prob_dist	126.6
seq2	18600	msa_prob_dist	85.7
seq4	18600	msa_prob_dist	7.3
seq3	18700	msa_prob_dist	155.0
seq9	18700	msa_prob_dist	152.3
seq7	18700	msa_prob_dist	151.3
seq6	18700	msa_prob_dist	148.2
seq5	18700	msa_prob_dist	143.5
seq0	18700	msa_prob_dist	141.5
seq8	18700	msa_prob_dist	137.7
seq1	18700	msa_prob_dist	122.9
seq2	18700	msa_prob_dist	96.6
seq4	18700	msa_prob_dist	8.5
seq0	18800	msa_prob_dist	159.4
seq7	18800	msa_prob_dist	152.4
seq3	18800	msa_prob_dist	146.0
seq8	18800	msa_prob_dist	141.3
seq9	18800	msa_prob_dist	141.2
seq5	18800	msa_prob_dist	138.0
seq6	18800	msa_prob_dist	137.3
seq1	18800	msa_prob_dist	133.0
seq2	18800	msa_prob_dist	97.8
seq4	18800	msa_prob_dist	7.0
seq0	18900	msa_prob_dist	163.1
seq7	18900	msa_prob_dist	158.5
seq1	18900	msa_prob_dist	151.1
seq9	18900	msa_prob_dist	148.7
seq6	18900	msa_prob_dist	144.6
seq8	18900	msa_prob_dist	144.5
seq3	18900	msa_prob_dist	140.7
seq5	18900	msa_prob_dist	134.2
seq2	18900	msa_prob_dist	127.1
seq4	18900	msa_prob_dist	-3.7
seq7	19000	msa_prob_dist	159.9
seq0	19000	msa_prob_dist	159.7
seq9	19000	msa_prob_dist	146.9
seq8	19000	msa_prob_dist	145.5
seq1	19000	msa_prob_dist	143.8
seq6	19000	msa_prob_dist	139.0
seq5	19000	msa_prob_dist	135.3
seq3	19000	msa_prob_dist	128.9
seq2	19000	msa_prob_dist	121.8
seq4	19000	msa_prob_dist	-4.7
seq8	19100	msa_prob_dist	152.6
seq7	19100	msa_prob_dist	150.6
seq6	19100	msa_prob_dist	147.4
seq0	19100	msa_prob_dist	146.3
seq5	19100	msa_prob_dist	146.0
seq1	19100	msa_prob_dist	145.6
seq9	19100	msa_prob_dist	139.9
seq3	19100	msa_prob_dist	128.6
seq2	19100	msa_prob_dist	128.5
seq4	19100	msa_prob_dist	-1.0
seq0	19200	msa_prob_dist	153.5
seq8	19200	msa_prob_dist	150.8
seq1	19200	msa_prob_dist	149.9
seq7	19200	msa_prob_dist	148.9
seq3	19200	msa_prob_dist	143.7
seq9	19200	msa_prob_dist	138.3
seq2	19200	msa_prob_dist	136.5
seq6	19200	msa_prob_dist	135.9
seq5	19200	msa_prob_dist	132.1
seq4	19200	msa_prob_dist	0.5
seq0	19300	msa_prob_dist	156.3
seq8	19300	msa_prob_dist	153.5
seq1	19300	msa_prob_dist	149.2
seq6	19300	msa_prob_dist	145.6
seq5	19300	msa_prob_dist	144.8
seq3	19300	msa_prob_dist	142.4
seq7	19300	msa_prob_dist	139.5
seq2	19300	msa_prob_dist	139.3
seq9	19300	msa_prob_dist	132.4
seq4	19300	msa_prob_dist	-0.8
seq0	19400	msa_prob_dist	160.8
seq5	19400	msa_prob_dist	146.4
seq8	19400	msa_prob_dist	143.5
seq3	19400	msa_prob_dist	143.4
seq7	19400	msa_prob_dist	140.2
seq1	19400	msa_prob_dist	136.0
seq6	19400	msa_prob_dist	135.2
seq2	19400	msa_prob_dist	135.1
seq9	19400	msa_prob_dist	115.1
seq4	19400	msa_prob_dist	3.4
seq8	19500	msa_prob_dist	157.0
seq0	19500	msa_prob_dist	153.9
seq1	19500	msa_prob_dist	152.0
seq2	19500	msa_prob_dist	150.8
seq3	19500	msa_prob_dist	147.0
seq5	19500	msa_prob_dist	142.1
seq7	19500	msa_prob_dist	128.0
seq6	19500	msa_prob_dist	126.7
seq9	19500	msa_prob_dist	122.9
seq4	19500	msa_prob_dist	-0.4
seq3	19600	msa_prob_dist	163.4
seq2	19600	msa_prob_dist	152.9
seq8	19600	msa_prob_dist	150.9
seq0	19600	msa_prob_dist	150.2
seq1	19600	msa_prob_dist	141.5
seq5	19600	msa_prob_dist	136.9
seq7	19600	msa_prob_dist	130.4
seq9	19600	msa_prob_dist	127.2
seq6	19600	msa_prob_dist	123.0
seq4	19600	msa_prob_dist	-0.6
seq0	19700	msa_prob_dist	154.4
seq5	19700	msa_prob_dist	146.9
seq1	19700	msa_prob_dist	145.9
seq2	19700	msa_prob_dist	139.0
seq8	19700	msa_prob_dist	137.9
seq3	19700	msa_prob_dist	136.8
seq6	19700	msa_prob_dist	127.8
seq7	19700	msa_prob_dist	125.2
seq9	19700	msa_prob_dist	114.0
seq4	19700	msa_prob_dist	1.1
seq2	19800	msa_prob_dist	150.3
seq1	19800	msa_prob_dist	150.2
seq5	19800	msa_prob_dist	147.5
seq8	19800	msa_prob_dist	146.1
seq0	19800	msa_prob_dist	145.0
seq3	19800	msa_prob_dist	135.6
seq6	19800	msa_prob_dist	135.4
seq7	19800	msa_prob_dist	121.0
seq9	19800	msa_prob_dist	119.1
seq4	19800	msa_prob_dist	16.8
seq0	19900	msa_prob_dist	152.9
seq6	19900	msa_prob_dist	151.8
seq2	19900	msa_prob_dist	150.6
seq1	19900	msa_prob_dist	146.1
seq5	19900	msa_prob_dist	143.4
seq7	19900	msa_prob_dist	142.4
seq8	19900	msa_prob_dist	142.2
seq3	19900	msa_prob_dist	129.4
seq9	19900	msa_prob_dist	127.2
seq4	19900	msa_prob_dist	7.2
seq0	20000	msa_prob_dist	162.5
seq7	20000	msa_prob_dist	149.3
seq6	20000	msa_prob_dist	147.5
seq8	20000	msa_prob_dist	144.1
seq1	20000	msa_prob_dist	142.2
seq3	20000	msa_prob_dist	128.8
seq2	20000	msa_prob_dist	127.4
seq5	20000	msa_prob_dist	126.5
seq9	20000	msa_prob_dist	125.5
seq4	20000	msa_prob_dist	17.1
seq0	100	random	1.8
seq6	100	random	1.0
seq7	100	random	-1.2
seq1	100	random	-1.5
seq5	100	random	-1.7
seq3	100	random	-1.8
seq9	100	random	-2.1
seq8	100	random	-2.2
seq2	100	random	-2.3
seq1	200	random	-0.1
seq0	200	random	-0.7
seq8	200	random	-1.4
seq5	200	random	-1.5
seq3	200	random	-1.7
seq9	200	random	-1.9
seq4	200	random	-2.0
seq7	200	random	-2.0
seq6	200	random	-2.1
seq2	200	random	-2.3
seq6	300	random	1.9
seq3	300	random	0.3
seq7	300	random	-0.3
seq1	300	random	-0.4
seq0	300	random	-1.2
seq8	300	random	-1.2
seq5	300	random	-1.7
seq9	300	random	-2.1
seq4	300	random	-2.2
seq5	400	random	1.3
seq1	400	random	1.3
seq0	400	random	-0.2
seq3	400	random	-0.2
seq7	400	random	-0.8
seq4	400	random	-0.9
seq9	400	random	-1.7
seq8	400	random	-1.7
seq2	400	random	-2.5
seq4	500	random	8.8
seq6	500	random	5.3
seq0	500	random	3.1
seq1	500	random	2.9
seq9	500	random	-0.2
seq8	500	random	-0.6
seq3	500	random	-0.9
seq5	500	random	-1.2
seq2	500	random	-1.4
seq7	500	random	-1.7
seq6	600	random	16.8
seq4	600	random	10.6
seq3	600	random	5.0
seq1	600	random	0.3
seq0	600	random	0.1
seq5	600	random	-0.8
seq8	600	random	-1.1
seq7	600	random	-1.3
seq9	600	random	-1.5
seq2	600	random	-2.1
seq6	700	random	25.8
seq4	700	random	14.4
seq3	700	random	9.0
seq1	700	random	-1.0
seq8	700	random	-1.1
seq7	700	random	-1.2
seq0	700	random	-1.5
seq5	700	random	-1.5
seq9	700	random	-1.9
seq2	700	random	-2.1
seq6	800	random	23.3
seq4	800	random	14.4
seq2	800	random	8.5
seq7	800	random	7.2
seq3	800	random	3.0
seq5	800	random	-0.3
seq1	800	random	-0.5
seq0	800	random	-0.7
seq9	800	random	-1.2
seq2	900	random	20.1
seq3	900	random	19.9
seq4	900	random	19.2
seq7	900	random	15.1
seq6	900	random	14.6
seq0	900	random	3.8
seq8	900	random	0.5
seq9	900	random	-0.5
seq1	900	random	-0.8
seq5	900	random	-0.9
seq3	1000	random	23.3
seq2	1000	random	22.2
seq7	1000	random	18.1
seq0	1000	random	12.6
seq4	1000	random	12.2
seq9	1000	random	10.3
seq6	1000	random	6.1
seq1	1000	random	-1.0
seq8	1000	random	-1.0
seq5	1000	random	-2.2
seq4	1100	random	22.1
seq0	1100	random	18.8
seq3	1100	random	17.2
seq2	1100	random	15.5
seq7	1100	random	13.6
seq9	1100	random	8.6
seq6	1100	random	7.0
seq8	1100	random	5.5
seq1	1100	random	2.9
seq5	1100	random	-1.9
seq4	1200	random	44.1
seq3	1200	random	21.4
seq9	1200	random	17.4
seq2	1200	random	15.8
seq6	1200	random	11.8
seq7	1200	random	9.9
seq0	1200	random	4.9
seq1	1200	random	-0.2
seq8	1200	random	-0.7
seq5	1200	random	-1.7
seq4	1300	random	33.8
seq3	1300	random	23.5
seq2	1300	random	18.6
seq9	1300	random	16.4
seq7	1300	random	10.0
seq6	1300	random	6.7
seq8	1300	random	0.7
seq0	1300	random	0.4
seq5	1300	random	-1.4
seq1	1300	random	-1.9
seq4	1400	random	32.1
seq2	1400	random	29.4
seq7	1400	random	28.6
seq3	1400	random	27.9
seq9	1400	random	18.4
seq6	1400	random	10.1
seq8	1400	random	7.8
seq0	1400	random	1.0
seq5	1400	random	0.1
seq1	1400	random	-1.4
seq4	1500	random	37.8
seq2	1500	random	37.1
seq9	1500	random	28.6
seq3	1500	random	25.7
seq7	1500	random	20.2
seq6	1500	random	10.4
seq0	1500	random	6.2
seq8	1500	random	3.1
seq1	1500	random	-1.2
seq5	1500	random	-1.8
seq2	1600	random	43.7
seq4	1600	random	33.2
seq3	1600	random	28.9
seq6	1600	random	20.3
seq9	1600	random	19.6
seq7	1600	random	16.2
seq8	1600	random	9.6
seq0	1600	random	4.9
seq1	1600	random	-1.2
seq5	1600	random	-2.2
seq4	1700	random	31.7
seq3	1700	random	30.3
seq2	1700	random	26.6
seq7	1700	random	19.3
seq9	1700	random	15.2
seq6	1700	random	8.4
seq0	1700	random	5.1
seq8	1700	random	3.8
seq5	1700	random	-1.0
seq4	1800	random	36.4
seq2	1800	random	31.0
seq3	1800	random	28.3
seq7	1800	random	22.4
seq0	1800	random	11.2
seq9	1800	random	10.9
seq8	1800	random	10.3
seq6	1800	random	2.4
seq5	1800	random	-0.5
seq1	1800	random	-2.7
seq2	1900	random	34.7
seq4	1900	random	34.5
seq3	1900	random	31.4
seq9	1900	random	15.0
seq8	1900	random	13.5
seq0	1900	random	9.9
seq5	1900	random	4.7
seq6	1900	random	2.5
seq7	1900	random	1.2
seq1	1900	random	-1.9
seq2	2000	random	64.8
seq4	2000	random	43.6
seq9	2000	random	17.7
seq3	2000	random	17.5
seq0	2000	random	15.3
seq8	2000	random	9.5
seq6	2000	random	6.4
seq5	2000	random	1.6
seq7	2000	random	-0.6
seq1	2000	random	-2.2
seq2	2100	random	71.3
seq4	2100	random	25.3
seq9	2100	random	23.3
seq3	2100	random	17.6
seq0	2100	random	15.8
seq8	2100	random	14.3
seq7	2100	random	13.1
seq6	2100	random	5.6
seq5	2100	random	4.7
seq1	2100	random	-0.9
seq2	2200	random	86.0
seq4	2200	random	49.0
seq3	2200	random	25.8
seq9	2200	random	22.6
seq8	2200	random	19.8
seq7	2200	random	16.3
seq0	2200	random	15.1
seq5	2200	random	15.0
seq6	2200	random	10.5
seq1	2200	random	-2.0
seq2	2300	random	90.7
seq4	2300	random	53.2
seq9	2300	random	32.9
seq6	2300	random	26.1
seq7	2300	random	21.9
seq3	2300	random	19.8
seq8	2300	random	17.5
seq0	2300	random	16.5
seq5	2300	random	10.9
seq1	2300	random	-2.2
seq2	2400	random	86.7
seq4	2400	random	52.0
seq9	2400	random	23.3
seq3	2400	random	21.2
seq7	2400	random	20.6
seq0	2400	random	20.5
seq8	2400	random	14.0
seq5	2400	random	7.7
seq6	2400	random	7.4
seq1	2400	random	0.8
seq2	2500	random	79.3
seq4	2500	random	58.2
seq0	2500	random	23.3
seq9	2500	random	21.6
seq8	2500	random	21.0
seq7	2500	random	20.7
seq3	2500	random	20.2
seq6	2500	random	14.8
seq5	2500	random	14.3
seq1	2500	random	0.5
seq2	2600	random	80.1
seq4	2600	random	53.8
seq3	2600	random	36.1
seq8	2600	random	32.0
seq0	2600	random	31.2
seq7	2600	random	21.7
seq5	2600	random	15.3
seq9	2600	random	15.2
seq6	2600	random	8.3
seq1	2600	random	-2.0
seq2	2700	random	71.4
seq4	2700	random	68.9
seq3	2700	random	47.0
seq0	2700	random	40.0
seq9	2700	random	30.4
seq8	2700	random	27.7
seq7	2700	random	26.3
seq5	2700	random	15.5
seq6	2700	random	5.6
seq1	2700	random	-1.3
seq4	2800	random	72.6
seq2	2800	random	71.5
seq3	2800	random	56.7
seq0	2800	random	48.1
seq9	2800	random	43.8
seq6	2800	random	15.0
seq7	2800	random	12.0
seq5	2800	random	10.4
seq8	2800	random	4.7
seq1	2800	random	1.5
seq2	2900	random	69.6
seq4	2900	random	65.1
seq0	2900	random	50.4
seq3	2900	random	49.1
seq5	2900	random	48.4
seq9	2900	random	43.6
seq6	2900	random	34.4
seq8	2900	random	17.6
seq7	2900	random	4.1
seq1	2900	random	0.4
seq2	3000	random	81.3
seq4	3000	random	54.5
seq5	3000	random	46.1
seq6	3000	random	44.5
seq0	3000	random	37.3
seq3	3000	random	32.2
seq9	3000	random	32.2
seq8	3000	random	11.4
seq7	3000	random	1.3
seq1	3000	random	-2.6
seq2	3100	random	105.8
seq4	3100	random	48.6
seq0	3100	random	38.7
seq9	3100	random	37.5
seq3	3100	random	36.8
seq5	3100	random	33.3
seq6	3100	random	27.6
seq8	3100	random	4.6
seq7	3100	random	-2.4
seq1	3100	random	-2.9
seq2	3200	random	97.8
seq4	3200	random	65.0
seq3	3200	random	58.6
seq0	3200	random	47.6
seq9	3200	random	44.4
seq5	3200	random	31.1
seq6	3200	random	27.1
seq8	3200	random	-0.5
seq7	3200	random	-1.6
seq2	3300	random	104.9
seq3	3300	random	55.4
seq4	3300	random	46.8
seq9	3300	random	38.9
seq5	3300	random	38.4
seq0	3300	random	26.3
seq6	3300	random	22.2
seq8	3300	random	-1.7
seq2	3400	random	105.0
seq3	3400	random	70.9
seq4	3400	random	54.5
seq0	3400	random	43.5
seq9	3400	random	35.3
seq5	3400	random	27.1
seq6	3400	random	20.0
seq8	3400	random	2.8
seq7	3400	random	-2.2
seq2	3500	random	112.9
seq3	3500	random	63.9
